"age","year","childs","zodiac"
88,2014,3,"gemini"
69,2014,1,"pisces"
53,2014,0,"aquarius"
64,2014,5,"capricorn"
43,2014,4,"pisces"
47,2014,2,"sagittarius"
56,2014,0,"sagittarius"
51,2014,1,"virgo"
47,2014,2,"leo"
32,2014,0,"taurus"
64,2014,3,"virgo"
41,2014,2,"aries"
20,2014,0,"scorpio"
59,2014,0,"cancer"
43,2014,3,"sagittarius"
22,2014,0,"leo"
39,2014,4,"sagittarius"
30,2014,1,"pisces"
57,2014,3,"scorpio"
20,2014,0,"pisces"
38,2014,2,"virgo"
87,2014,2,"cancer"
58,2014,4,"cancer"
34,2014,2,NA
67,2014,4,"sagittarius"
60,2014,3,NA
47,2014,0,"scorpio"
22,2014,0,"leo"
52,2014,1,"pisces"
30,2014,1,"sagittarius"
82,2014,1,"gemini"
68,2014,3,"libra"
46,2014,4,"virgo"
22,2014,2,"capricorn"
25,2014,4,"libra"
32,2014,0,"libra"
60,2014,2,"virgo"
34,2014,2,"sagittarius"
67,2014,2,"libra"
40,2014,2,"scorpio"
62,2014,2,"gemini"
75,2014,4,"sagittarius"
30,2014,1,"cancer"
32,2014,0,"sagittarius"
49,2014,2,"taurus"
28,2014,1,"gemini"
43,2014,2,"capricorn"
46,2014,1,"scorpio"
42,2014,5,"capricorn"
63,2014,3,"libra"
54,2014,0,"libra"
68,2014,2,"scorpio"
76,2014,4,"libra"
67,2014,4,"leo"
41,2014,1,"capricorn"
64,2014,1,"capricorn"
74,2014,2,NA
44,2014,3,"pisces"
69,2014,1,"taurus"
51,2014,3,"sagittarius"
86,2014,2,"taurus"
58,2014,3,"cancer"
78,2014,2,"cancer"
58,2014,2,"gemini"
41,2014,3,"sagittarius"
50,2014,0,"libra"
34,2014,3,"aries"
66,2014,5,"scorpio"
52,2014,0,"sagittarius"
52,2014,3,"taurus"
56,2014,2,"taurus"
25,2014,1,"cancer"
53,2014,1,"leo"
29,2014,0,"pisces"
26,2014,0,"capricorn"
60,2014,4,"capricorn"
53,2014,0,"sagittarius"
71,2014,3,"pisces"
80,2014,0,"libra"
71,2014,0,"taurus"
35,2014,2,"pisces"
32,2014,1,"pisces"
31,2014,2,"sagittarius"
81,2014,3,"sagittarius"
26,2014,0,"sagittarius"
56,2014,2,"libra"
78,2014,2,"capricorn"
45,2014,1,"aries"
65,2014,4,"aquarius"
78,2014,5,"libra"
51,2014,3,"taurus"
23,2014,0,"scorpio"
40,2014,0,"cancer"
51,2014,0,"gemini"
79,2014,5,"pisces"
61,2014,0,"leo"
80,2014,2,"cancer"
67,2014,1,"leo"
66,2014,3,"taurus"
54,2014,4,"gemini"
50,2014,2,"cancer"
41,2014,2,"aquarius"
33,2014,2,"cancer"
63,2014,1,"libra"
44,2014,1,"scorpio"
73,2014,1,"sagittarius"
75,2014,4,"aquarius"
67,2014,2,"pisces"
83,2014,4,"virgo"
54,2014,2,"sagittarius"
64,2014,1,"aries"
42,2014,2,"aquarius"
45,2014,3,"capricorn"
35,2014,2,"aquarius"
40,2014,3,"leo"
50,2014,1,"taurus"
85,2014,4,"virgo"
77,2014,4,"taurus"
41,2014,2,"cancer"
88,2014,5,"scorpio"
74,2014,0,"virgo"
33,2014,0,"gemini"
33,2014,0,"scorpio"
36,2014,2,"sagittarius"
57,2014,1,"cancer"
23,2014,0,"libra"
33,2014,0,"leo"
43,2014,1,"aries"
62,2014,2,"libra"
42,2014,1,"virgo"
64,2014,3,"aries"
57,2014,2,"leo"
56,2014,2,"sagittarius"
23,2014,0,"sagittarius"
30,2014,0,"pisces"
36,2014,0,"cancer"
32,2014,0,"sagittarius"
25,2014,0,"taurus"
74,2014,2,"pisces"
74,2014,3,"pisces"
56,2014,1,"gemini"
24,2014,0,"cancer"
24,2014,0,"capricorn"
60,2014,0,"scorpio"
37,2014,0,"sagittarius"
47,2014,1,"cancer"
20,2014,0,"gemini"
31,2014,1,"cancer"
44,2014,4,"virgo"
69,2014,0,"pisces"
43,2014,5,"aries"
39,2014,2,"capricorn"
21,2014,0,"leo"
54,2014,1,"virgo"
33,2014,1,"pisces"
60,2014,1,"aquarius"
29,2014,1,"pisces"
72,2014,3,"libra"
20,2014,1,"sagittarius"
27,2014,0,"virgo"
80,2014,4,"libra"
56,2014,1,"gemini"
44,2014,2,"leo"
31,2014,2,"leo"
49,2014,3,"aries"
37,2014,3,NA
84,2014,3,"cancer"
67,2014,1,"aquarius"
58,2014,2,"sagittarius"
53,2014,3,"libra"
39,2014,3,"leo"
89,2014,1,"scorpio"
54,2014,0,"capricorn"
31,2014,3,"pisces"
73,2014,2,"scorpio"
67,2014,1,"sagittarius"
47,2014,4,"virgo"
78,2014,4,"libra"
55,2014,1,"libra"
57,2014,2,"virgo"
88,2014,4,"pisces"
46,2014,4,"aquarius"
79,2014,2,"taurus"
41,2014,0,"aquarius"
64,2014,3,"scorpio"
61,2014,0,"virgo"
40,2014,3,"aries"
19,2014,0,"scorpio"
39,2014,2,"libra"
41,2014,1,"aquarius"
44,2014,0,"virgo"
57,2014,3,"aquarius"
55,2014,2,"virgo"
46,2014,3,"cancer"
41,2014,2,"aquarius"
37,2014,2,"aries"
87,2014,3,"libra"
42,2014,3,"virgo"
30,2014,2,"capricorn"
56,2014,0,"cancer"
39,2014,2,"leo"
32,2014,0,"cancer"
50,2014,1,"aquarius"
54,2014,2,"scorpio"
43,2014,0,"leo"
80,2014,5,"scorpio"
51,2014,2,"taurus"
71,2014,3,"aquarius"
39,2014,4,"taurus"
84,2014,3,"virgo"
43,2014,3,"scorpio"
70,2014,2,"scorpio"
58,2014,2,"gemini"
82,2014,4,"pisces"
37,2014,0,"scorpio"
30,2014,1,"virgo"
58,2014,3,"virgo"
89,2014,2,"virgo"
80,2014,0,"leo"
66,2014,4,"capricorn"
30,2014,3,"gemini"
57,2014,2,"aquarius"
55,2014,3,"scorpio"
64,2014,3,"gemini"
58,2014,0,"pisces"
44,2014,3,"libra"
31,2014,0,"scorpio"
31,2014,0,"cancer"
64,2014,2,"libra"
27,2014,1,"cancer"
59,2014,2,"libra"
38,2014,2,"scorpio"
29,2014,0,"sagittarius"
75,2014,2,"scorpio"
45,2014,4,"taurus"
44,2014,3,"gemini"
29,2014,2,"virgo"
79,2014,3,"scorpio"
34,2014,0,"capricorn"
85,2014,8,"gemini"
66,2014,5,"aquarius"
26,2014,0,"cancer"
66,2014,4,"gemini"
65,2014,2,"virgo"
65,2014,2,"gemini"
56,2014,1,"leo"
56,2014,0,"pisces"
34,2014,1,"pisces"
55,2014,0,"sagittarius"
53,2014,2,"sagittarius"
82,2014,3,"gemini"
29,2014,3,"leo"
52,2014,2,"pisces"
23,2014,0,"virgo"
33,2014,2,"libra"
56,2014,2,"virgo"
28,2014,2,"taurus"
76,2014,4,"aquarius"
33,2014,1,"gemini"
68,2014,2,"scorpio"
44,2014,2,"libra"
74,2014,5,"cancer"
55,2014,1,"libra"
67,2014,2,"sagittarius"
59,2014,2,"pisces"
55,2014,3,"sagittarius"
45,2014,3,"scorpio"
56,2014,0,"libra"
27,2014,1,"virgo"
34,2014,3,"sagittarius"
61,2014,0,"virgo"
30,2014,0,"cancer"
25,2014,0,"pisces"
56,2014,1,"gemini"
58,2014,0,"virgo"
38,2014,3,"aquarius"
26,2014,1,"aries"
71,2014,2,"gemini"
44,2014,5,"leo"
35,2014,0,"libra"
38,2014,2,"scorpio"
53,2014,3,"virgo"
28,2014,2,"aquarius"
84,2014,0,"aries"
50,2014,1,"aquarius"
65,2014,3,"cancer"
26,2014,3,"aquarius"
52,2014,3,"aries"
59,2014,0,"pisces"
54,2014,0,"capricorn"
44,2014,2,"gemini"
67,2014,8,"libra"
63,2014,4,"libra"
29,2014,0,"sagittarius"
60,2014,3,"leo"
20,2014,0,"libra"
65,2014,8,"cancer"
27,2014,3,"leo"
53,2014,2,"scorpio"
67,2014,2,"gemini"
30,2014,1,"cancer"
19,2014,0,"pisces"
79,2014,2,"sagittarius"
33,2014,3,"aries"
75,2014,3,"capricorn"
79,2014,2,"libra"
32,2014,4,"virgo"
70,2014,3,"leo"
58,2014,5,"capricorn"
73,2014,5,"taurus"
45,2014,3,"aries"
33,2014,4,"scorpio"
80,2014,3,"libra"
64,2014,8,"pisces"
54,2014,2,"taurus"
53,2014,3,"capricorn"
42,2014,3,"sagittarius"
31,2014,5,"scorpio"
54,2014,2,"aries"
78,2014,2,"gemini"
28,2014,2,"cancer"
37,2014,3,"gemini"
18,2014,0,"aries"
37,2014,2,"aries"
43,2014,3,"aquarius"
19,2014,0,"sagittarius"
39,2014,3,"pisces"
52,2014,2,"cancer"
22,2014,2,"aquarius"
35,2014,3,"pisces"
25,2014,0,"scorpio"
51,2014,4,"virgo"
30,2014,4,"aries"
70,2014,6,"capricorn"
30,2014,2,"capricorn"
59,2014,4,"pisces"
49,2014,0,"aquarius"
29,2014,0,"gemini"
30,2014,1,"virgo"
62,2014,1,"leo"
35,2014,2,"pisces"
55,2014,1,"capricorn"
77,2014,2,"virgo"
78,2014,3,"pisces"
89,2014,2,"aries"
41,2014,2,"capricorn"
53,2014,2,"taurus"
74,2014,2,"scorpio"
78,2014,5,NA
46,2014,1,NA
60,2014,1,"aries"
61,2014,3,"taurus"
48,2014,1,"cancer"
21,2014,0,"gemini"
77,2014,4,"aries"
25,2014,0,NA
36,2014,1,"scorpio"
32,2014,3,"aries"
19,2014,0,"pisces"
29,2014,0,"libra"
60,2014,0,"leo"
34,2014,0,"aquarius"
77,2014,0,"cancer"
57,2014,1,"leo"
24,2014,0,"gemini"
31,2014,0,"aries"
63,2014,1,NA
78,2014,6,"virgo"
86,2014,4,NA
21,2014,0,"cancer"
39,2014,2,"leo"
61,2014,1,"leo"
70,2014,3,"cancer"
43,2014,3,"sagittarius"
43,2014,2,"sagittarius"
61,2014,2,"taurus"
58,2014,0,"leo"
34,2014,0,"cancer"
24,2014,0,"pisces"
55,2014,0,"virgo"
26,2014,0,"libra"
53,2014,3,"libra"
56,2014,3,"pisces"
60,2014,2,"leo"
33,2014,2,"aries"
38,2014,0,"scorpio"
61,2014,3,"sagittarius"
65,2014,6,"libra"
48,2014,2,"taurus"
32,2014,0,"taurus"
23,2014,0,"leo"
38,2014,4,"libra"
61,2014,1,"leo"
48,2014,4,"taurus"
25,2014,2,"leo"
77,2014,4,"aries"
29,2014,1,"pisces"
64,2014,2,"sagittarius"
63,2014,7,"cancer"
23,2014,0,"aries"
67,2014,5,"pisces"
28,2014,4,"gemini"
22,2014,1,"leo"
43,2014,4,"virgo"
30,2014,3,NA
43,2014,3,"taurus"
39,2014,2,"virgo"
56,2014,2,"virgo"
86,2014,7,NA
29,2014,4,"leo"
70,2014,7,"aquarius"
59,2014,2,"sagittarius"
NA,2014,3,NA
67,2014,3,"scorpio"
27,2014,0,"pisces"
62,2014,0,"capricorn"
41,2014,2,"aries"
89,2014,5,"taurus"
35,2014,3,"gemini"
42,2014,4,NA
37,2014,1,"pisces"
36,2014,NA,NA
35,2014,2,"capricorn"
26,2014,0,"virgo"
76,2014,0,"virgo"
33,2014,0,"aquarius"
66,2014,4,"sagittarius"
37,2014,7,"scorpio"
67,2014,1,"aries"
24,2014,1,"leo"
53,2014,6,"gemini"
30,2014,2,NA
41,2014,4,"taurus"
57,2014,4,"libra"
57,2014,4,"virgo"
83,2014,4,"scorpio"
76,2014,0,"pisces"
68,2014,4,"sagittarius"
57,2014,1,NA
41,2014,5,NA
27,2014,2,"aquarius"
55,2014,5,"pisces"
64,2014,1,NA
45,2014,1,NA
54,2014,0,NA
30,2014,1,NA
88,2014,2,NA
63,2014,3,NA
54,2014,0,NA
NA,2014,0,NA
51,2014,3,NA
43,2014,3,NA
52,2014,2,NA
27,2014,0,NA
48,2014,1,NA
70,2014,3,"gemini"
62,2014,2,"capricorn"
31,2014,0,NA
54,2014,2,NA
39,2014,2,NA
88,2014,5,"libra"
36,2014,0,NA
65,2014,3,NA
29,2014,2,"taurus"
33,2014,0,"gemini"
24,2014,0,"pisces"
24,2014,0,"aquarius"
20,2014,0,"pisces"
65,2014,2,"leo"
58,2014,5,"capricorn"
79,2014,2,"pisces"
79,2014,4,"leo"
40,2014,1,"leo"
44,2014,2,"leo"
74,2014,5,"capricorn"
68,2014,2,"capricorn"
27,2014,0,"sagittarius"
72,2014,1,"taurus"
47,2014,2,"aquarius"
39,2014,0,"aries"
36,2014,2,"leo"
33,2014,2,"aries"
23,2014,0,"gemini"
40,2014,0,"capricorn"
29,2014,0,"cancer"
37,2014,1,"gemini"
26,2014,0,"sagittarius"
67,2014,8,"cancer"
34,2014,1,"aries"
27,2014,1,"capricorn"
45,2014,4,"leo"
32,2014,1,"gemini"
32,2014,0,"libra"
24,2014,0,"cancer"
27,2014,0,"scorpio"
55,2014,4,"gemini"
37,2014,0,"taurus"
70,2014,1,"pisces"
53,2014,0,"virgo"
59,2014,0,"aquarius"
63,2014,0,NA
53,2014,2,"pisces"
21,2014,0,"sagittarius"
61,2014,0,"aries"
71,2014,2,"aries"
65,2014,0,"leo"
49,2014,0,"capricorn"
65,2014,0,"aries"
32,2014,0,"leo"
54,2014,2,"gemini"
71,2014,4,"aries"
38,2014,0,"aries"
88,2014,5,"cancer"
76,2014,3,"virgo"
32,2014,3,"leo"
26,2014,2,"cancer"
34,2014,1,"capricorn"
60,2014,2,"capricorn"
53,2014,4,"sagittarius"
36,2014,3,"aquarius"
25,2014,1,"aries"
53,2014,2,"pisces"
34,2014,3,"gemini"
56,2014,2,"virgo"
35,2014,0,"taurus"
30,2014,0,"leo"
47,2014,5,"gemini"
26,2014,0,"leo"
33,2014,0,"gemini"
32,2014,0,"libra"
42,2014,2,"sagittarius"
29,2014,1,"libra"
26,2014,2,"aries"
43,2014,2,"pisces"
28,2014,2,"capricorn"
41,2014,1,"capricorn"
36,2014,3,"leo"
48,2014,3,"scorpio"
28,2014,2,"taurus"
37,2014,2,"taurus"
61,2014,2,"libra"
40,2014,3,"cancer"
24,2014,0,"leo"
21,2014,0,"pisces"
58,2014,0,"capricorn"
47,2014,1,"aries"
31,2014,0,"sagittarius"
44,2014,3,"libra"
27,2014,0,"pisces"
65,2014,0,"scorpio"
42,2014,3,"aquarius"
31,2014,0,"libra"
66,2014,0,"sagittarius"
47,2014,2,"aquarius"
49,2014,2,"pisces"
52,2014,2,"cancer"
79,2014,2,"gemini"
64,2014,2,"leo"
42,2014,4,"scorpio"
58,2014,0,"pisces"
59,2014,3,"scorpio"
55,2014,7,"leo"
35,2014,5,"libra"
44,2014,1,NA
43,2014,2,"gemini"
25,2014,0,"libra"
58,2014,3,NA
62,2014,2,"virgo"
48,2014,3,"leo"
64,2014,2,"leo"
49,2014,2,"virgo"
38,2014,2,"scorpio"
33,2014,0,"scorpio"
58,2014,2,"cancer"
41,2014,3,"taurus"
70,2014,1,"virgo"
56,2014,2,"capricorn"
62,2014,4,"leo"
62,2014,2,"taurus"
63,2014,5,"cancer"
30,2014,1,"sagittarius"
46,2014,2,"aries"
50,2014,1,"leo"
30,2014,2,"taurus"
68,2014,3,"libra"
60,2014,2,"pisces"
29,2014,3,"gemini"
37,2014,2,"libra"
47,2014,3,"gemini"
51,2014,5,"sagittarius"
39,2014,1,"aquarius"
70,2014,4,"pisces"
26,2014,3,"gemini"
58,2014,2,"virgo"
58,2014,2,"leo"
62,2014,2,"cancer"
41,2014,1,"taurus"
48,2014,4,"capricorn"
33,2014,0,"aries"
51,2014,3,"taurus"
62,2014,3,"virgo"
40,2014,2,"capricorn"
41,2014,2,"scorpio"
65,2014,1,"virgo"
39,2014,3,"pisces"
49,2014,2,"taurus"
76,2014,3,"gemini"
70,2014,2,"aquarius"
53,2014,3,"gemini"
55,2014,1,"libra"
59,2014,0,"sagittarius"
73,2014,4,"pisces"
78,2014,2,"sagittarius"
32,2014,3,"scorpio"
41,2014,3,"gemini"
62,2014,2,"scorpio"
58,2014,3,"libra"
39,2014,3,"aries"
43,2014,3,"gemini"
22,2014,0,"leo"
33,2014,0,"taurus"
27,2014,0,"scorpio"
46,2014,1,"capricorn"
62,2014,0,"aries"
28,2014,2,"libra"
75,2014,4,"cancer"
43,2014,5,"leo"
31,2014,1,"aries"
32,2014,0,"taurus"
23,2014,0,"scorpio"
25,2014,2,"aquarius"
45,2014,3,"virgo"
34,2014,3,"libra"
57,2014,4,"capricorn"
70,2014,3,"aquarius"
39,2014,0,"sagittarius"
63,2014,1,"capricorn"
59,2014,4,"capricorn"
58,2014,2,"aquarius"
30,2014,2,NA
31,2014,2,"aquarius"
27,2014,0,"cancer"
43,2014,3,"aquarius"
31,2014,0,"sagittarius"
44,2014,3,"gemini"
26,2014,0,"aquarius"
24,2014,2,"scorpio"
38,2014,6,"libra"
38,2014,2,"taurus"
51,2014,2,"aquarius"
44,2014,3,"pisces"
67,2014,0,"gemini"
65,2014,3,"libra"
85,2014,2,"capricorn"
20,2014,1,"sagittarius"
19,2014,0,"libra"
45,2014,4,"capricorn"
74,2014,6,"taurus"
31,2014,5,"capricorn"
54,2014,5,"aquarius"
82,2014,6,"libra"
49,2014,0,"scorpio"
50,2014,2,"aries"
21,2014,3,"aries"
37,2014,1,"taurus"
42,2014,2,"scorpio"
83,2014,2,"libra"
86,2014,3,"leo"
60,2014,3,"virgo"
77,2014,4,"scorpio"
44,2014,4,"capricorn"
54,2014,0,"virgo"
48,2014,2,"cancer"
76,2014,3,"cancer"
64,2014,5,"cancer"
64,2014,3,"cancer"
32,2014,0,"aries"
50,2014,2,"gemini"
47,2014,5,"cancer"
34,2014,2,"pisces"
59,2014,2,"aries"
40,2014,2,"leo"
52,2014,4,"cancer"
79,2014,3,"taurus"
24,2014,0,"scorpio"
24,2014,0,"libra"
23,2014,0,"gemini"
26,2014,2,"taurus"
30,2014,1,"scorpio"
28,2014,0,"scorpio"
49,2014,4,"leo"
27,2014,0,"scorpio"
38,2014,2,"cancer"
27,2014,1,"pisces"
54,2014,2,"capricorn"
49,2014,2,"pisces"
38,2014,1,"capricorn"
61,2014,2,"pisces"
64,2014,2,NA
49,2014,0,"capricorn"
28,2014,1,"gemini"
40,2014,2,"aquarius"
20,2014,0,"libra"
35,2014,0,"virgo"
56,2014,1,"taurus"
54,2014,2,"sagittarius"
24,2014,0,"gemini"
38,2014,1,"taurus"
47,2014,0,"aries"
55,2014,3,"aquarius"
54,2014,0,"virgo"
69,2014,4,"libra"
30,2014,1,"libra"
39,2014,4,"aquarius"
54,2014,0,"taurus"
58,2014,2,"scorpio"
64,2014,3,"taurus"
58,2014,4,"leo"
26,2014,0,"pisces"
51,2014,2,"aries"
51,2014,1,"gemini"
57,2014,2,"capricorn"
31,2014,2,"libra"
44,2014,4,"libra"
63,2014,3,"aries"
27,2014,0,"pisces"
48,2014,2,"virgo"
58,2014,3,"libra"
31,2014,2,"gemini"
39,2014,3,"virgo"
30,2014,2,"taurus"
79,2014,5,"cancer"
53,2014,2,"virgo"
48,2014,4,"virgo"
69,2014,2,"sagittarius"
67,2014,1,"leo"
87,2014,6,"aquarius"
45,2014,3,"capricorn"
81,2014,5,"gemini"
57,2014,2,"gemini"
72,2014,6,"aquarius"
29,2014,1,"pisces"
48,2014,2,"aquarius"
35,2014,1,"scorpio"
23,2014,0,"taurus"
42,2014,2,"capricorn"
57,2014,5,"libra"
70,2014,4,"libra"
39,2014,4,"aries"
31,2014,2,"gemini"
38,2014,3,"leo"
56,2014,5,"libra"
87,2014,0,"taurus"
34,2014,3,"virgo"
62,2014,3,"sagittarius"
62,2014,NA,"virgo"
59,2014,2,"scorpio"
62,2014,3,"leo"
52,2014,0,"cancer"
81,2014,1,"gemini"
84,2014,2,"taurus"
26,2014,1,"virgo"
71,2014,2,"libra"
37,2014,2,"gemini"
74,2014,3,"aries"
50,2014,2,"libra"
40,2014,5,"aries"
66,2014,2,"leo"
40,2014,0,"aries"
61,2014,0,"taurus"
24,2014,4,"scorpio"
20,2014,1,"sagittarius"
40,2014,2,"taurus"
56,2014,2,"aquarius"
64,2014,3,"scorpio"
84,2014,3,"aquarius"
38,2014,5,"libra"
34,2014,2,NA
35,2014,4,"capricorn"
65,2014,3,"libra"
71,2014,4,"cancer"
38,2014,2,"cancer"
53,2014,0,"capricorn"
64,2014,2,"cancer"
72,2014,5,"taurus"
37,2014,0,"pisces"
28,2014,6,"virgo"
55,2014,1,"sagittarius"
48,2014,3,"aquarius"
53,2014,2,"aquarius"
45,2014,3,"libra"
56,2014,1,"scorpio"
86,2014,2,"scorpio"
46,2014,3,"virgo"
29,2014,1,"cancer"
26,2014,1,"sagittarius"
75,2014,4,"pisces"
46,2014,3,"aquarius"
83,2014,0,"leo"
25,2014,0,"taurus"
55,2014,6,"aquarius"
56,2014,1,NA
43,2014,4,"capricorn"
77,2014,2,"gemini"
37,2014,3,"gemini"
67,2014,3,"gemini"
43,2014,3,"scorpio"
53,2014,1,"libra"
79,2014,2,"gemini"
35,2014,3,"capricorn"
58,2014,3,"virgo"
67,2014,2,"scorpio"
88,2014,4,"scorpio"
54,2014,3,"leo"
22,2014,0,"leo"
41,2014,5,"pisces"
38,2014,2,"libra"
46,2014,1,"aries"
49,2014,3,"capricorn"
34,2014,2,"sagittarius"
54,2014,2,"leo"
34,2014,4,"aquarius"
69,2014,2,"scorpio"
36,2014,5,"cancer"
65,2014,1,"libra"
48,2014,2,NA
38,2014,2,"virgo"
30,2014,0,"cancer"
48,2014,2,"sagittarius"
49,2014,3,"gemini"
54,2014,5,"aries"
49,2014,2,"scorpio"
53,2014,2,"virgo"
52,2014,0,"taurus"
82,2014,3,"virgo"
63,2014,2,NA
54,2014,2,"cancer"
62,2014,2,"virgo"
40,2014,0,"scorpio"
33,2014,3,"scorpio"
75,2014,3,"leo"
89,2014,4,"cancer"
56,2014,0,"libra"
24,2014,0,"sagittarius"
27,2014,0,"gemini"
71,2014,2,"pisces"
